"Category","Region","City","Ship_Mode","Real_Days","Sched_Days","Delay_Days","Profit","Sales"
Consumer Electronics,Western Europe,Halle,Second Class,5,2,3,89.61000061,252.8800049
Consumer Electronics,Western Europe,Reims,Second Class,5,2,3,106.8199997,252.8800049
Consumer Electronics,Northern Europe,Edinburgh,Second Class,5,2,3,49.77000046,252.8800049
Computers,Southern Europe,Latina,Second Class,3,2,1,123.0,1500.0
Computers,Southern Europe,Latina,Second Class,2,2,0,588.0,1500.0
Consumer Electronics,Western Europe,Hamm,Second Class,3,2,1,95.08000183,252.8800049
Electronics,Southern Europe,Turin,Second Class,4,2,2,16.57999992,44.99000168
Electronics,Northern Europe,Kingswood,Second Class,4,2,2,12.22999954,31.98999977
Electronics,Southern Europe,Pescara,Second Class,3,2,1,35.41999817,89.98000336
Electronics,Western Europe,Quimper,Second Class,4,2,2,-71.3199997,63.97999954
Electronics,Southern Europe,Rome,Second Class,2,2,0,-47.02999878,63.97999954
Electronics,Western Europe,Viena,Second Class,5,2,3,43.22999954,143.9700012
Electronics,Western Europe,Viena,Second Class,5,2,3,43.43999863,127.9599991
Electronics,Western Europe,Le Havre,Second Class,2,2,0,33.99000168,159.9499969
Electronics,Western Europe,Namur,Second Class,5,2,3,39.29999924,159.9499969
Electronics,Western Europe,Courbevoie,Second Class,6,2,4,70.97000122,259.9500122
Computers,Western Europe,Frankfurt,Standard Class,2,4,-2,270.0,1500.0
Computers,Northern Europe,Bolton,Standard Class,2,4,-2,70.5,1500.0
Computers,Northern Europe,Woking,Standard Class,5,4,1,-337.5,1500.0
Consumer Electronics,Northern Europe,Birmingham,Standard Class,2,4,-2,63.22000122,252.8800049
Consumer Electronics,Western Europe,Augsburg,Standard Class,3,4,-1,6.130000114,252.8800049
Consumer Electronics,Western Europe,Viena,Standard Class,4,4,0,36.79000092,252.8800049
Consumer Electronics,Western Europe,Herford,Standard Class,4,4,0,0.0,252.8800049
Computers,Northern Europe,Swindon,Standard Class,4,4,0,417.6000061,1500.0
Consumer Electronics,Southern Europe,Lorca,Standard Class,5,4,1,120.1200027,252.8800049
Computers,Northern Europe,Oxford,Standard Class,4,4,0,-510.2999878,1500.0
Computers,Western Europe,Lormont,Standard Class,3,4,-1,368.5499878,1500.0
Computers,Western Europe,Bonn,Standard Class,6,4,2,89.30000305,1500.0
Consumer Electronics,Western Europe,Versailles,Standard Class,5,4,1,83.63999939,252.8800049
Consumer Electronics,Western Europe,Saint-Michel-sur-Orge,Standard Class,5,4,1,-399.7999878,252.8800049
Consumer Electronics,Southern Europe,Madrid,Standard Class,3,4,-1,109.2399979,252.8800049
Computers,Western Europe,Amsterdam,Standard Class,3,4,-1,456.2999878,1500.0
Computers,Northern Europe,Gateshead,Standard Class,5,4,1,149.1600037,1500.0
Consumer Electronics,Southern Europe,Valladolid,Standard Class,3,4,-1,58.52999878,252.8800049
Computers,Western Europe,Schwerin,Standard Class,2,4,-2,-2178.0,1500.0
Computers,Western Europe,Fresnes,Standard Class,6,4,2,287.1000061,1500.0
Computers,Southern Europe,Afragola,Standard Class,4,4,0,599.25,1500.0
Computers,Southern Europe,Madrid,Standard Class,2,4,-2,25.20000076,1500.0
Computers,Western Europe,Nice,Standard Class,6,4,2,-2205.0,1500.0
Consumer Electronics,Western Europe,Montpellier,Standard Class,5,4,1,-39.93000031,252.8800049
Consumer Electronics,Western Europe,Amberes,Standard Class,2,4,-2,71.80000305,252.8800049
Consumer Electronics,Western Europe,Wattrelos,Standard Class,4,4,0,68.20999908,252.8800049
Computers,Southern Europe,Barcelona,Standard Class,5,4,1,153.75,1500.0
Consumer Electronics,Southern Europe,Capannori,Standard Class,6,4,2,70.08999634,252.8800049
Electronics,Northern Europe,Copenhagen,Standard Class,4,4,0,11.57999992,44.99000168
Electronics,Western Europe,Montauban,Standard Class,3,4,-1,17.54999924,44.99000168
Electronics,Western Europe,Strasbourg,Same Day,0,0,0,20.37999916,63.97999954
Electronics,Southern Europe,Barcelona,Same Day,1,0,1,41.8199997,134.9700012
Electronics,Southern Europe,Lora del R�o,Same Day,1,0,1,79.18000031,159.9499969
Consumer Electronics,Western Europe,Utrecht,Second Class,3,2,1,28.29000092,252.8800049
Computers,Western Europe,Berl�n,Second Class,3,2,1,399.0,1500.0
Consumer Electronics,Western Europe,Wolfsburg,Second Class,6,2,4,23.01000023,252.8800049
Consumer Electronics,Northern Europe,York,Second Class,3,2,1,42.27999878,252.8800049
Computers,Western Europe,Berl�n,Second Class,6,2,4,138.9900055,1500.0
Consumer Electronics,Western Europe,Reims,Second Class,3,2,1,69.86000061,252.8800049
Electronics,Northern Europe,Stoke-on-Trent,Second Class,6,2,4,-18.11000061,89.98000336
Electronics,Western Europe,Bezons,Second Class,3,2,1,25.90999985,95.98000336
Electronics,Southern Europe,Bilbao,Second Class,6,2,4,38.0,95.97000122
Electronics,Western Europe,The Hague,Second Class,3,2,1,39.34999847,95.97000122
Electronics,Northern Europe,Bebington,Second Class,4,2,2,0.0,127.9599991
Electronics,Western Europe,Bezons,Second Class,3,2,1,38.5,159.9499969
Computers,Western Europe,Hayange,Standard Class,4,4,0,662.4000244,1500.0
Consumer Electronics,Western Europe,Herford,Standard Class,3,4,-1,84.97000122,252.8800049
Consumer Electronics,Southern Europe,Ponferrada,Standard Class,5,4,1,-200.1199951,252.8800049
Computers,Northern Europe,London,Standard Class,2,4,-2,708.75,1500.0
Computers,Western Europe,Charleroi,Standard Class,4,4,0,301.9299927,1500.0
Computers,Western Europe,Voiron,Standard Class,2,4,-2,-227.3899994,1500.0
Consumer Electronics,Western Europe,Zwickau,Standard Class,4,4,0,-58.79000092,252.8800049
Consumer Electronics,Northern Europe,Copenhagen,Standard Class,4,4,0,17.0699997,252.8800049
Consumer Electronics,Southern Europe,Parma,Standard Class,2,4,-2,-28.45000076,252.8800049
Computers,Western Europe,Le Blanc-Mesnil,Standard Class,5,4,1,456.2999878,1500.0
Consumer Electronics,Western Europe,Heerlen,Standard Class,6,4,2,-133.5200043,252.8800049
Consumer Electronics,Northern Europe,London,Standard Class,2,4,-2,22.0,252.8800049
Computers,Western Europe,Den Helder,Standard Class,6,4,2,63.75,1500.0
Computers,Western Europe,Schiltigheim,Standard Class,3,4,-1,357.0,1500.0
Consumer Electronics,Western Europe,Montpellier,Standard Class,6,4,2,69.86000061,252.8800049
Consumer Electronics,Western Europe,Wattrelos,Standard Class,5,4,1,74.34999847,252.8800049
Computers,Northern Europe,Letchworth,Standard Class,2,4,-2,448.2000122,1500.0
Computers,Southern Europe,Madrid,Standard Class,6,4,2,553.5,1500.0
Consumer Electronics,Western Europe,Maisons-Alfort,Standard Class,5,4,1,89.16999817,252.8800049
Consumer Electronics,Northern Europe,London,Standard Class,3,4,-1,68.37999725,252.8800049
Consumer Electronics,Northern Europe,Birmingham,Standard Class,3,4,-1,14.22000027,252.8800049
Computers,Western Europe,Chelles,Standard Class,4,4,0,168.75,1500.0
Electronics,Eastern Europe,J�rkov,Standard Class,5,4,1,14.10999966,31.98999977
Consumer Electronics,Western Europe,Doetinchem,Standard Class,5,4,1,-72.0699997,252.8800049
Electronics,Western Europe,Toulon,Standard Class,4,4,0,0.600000024,31.98999977
Electronics,Northern Europe,Liverpool,Standard Class,3,4,-1,16.46999931,51.99000168
Electronics,Southern Europe,Lisbon,Standard Class,2,4,-2,0.800000012,31.98999977
Electronics,Southern Europe,Valencia,First Class,2,1,1,5.570000172,63.97999954
Electronics,Western Europe,Spijkenisse,First Class,2,1,1,26.0,103.9800034
Electronics,Northern Europe,Tallaght,First Class,2,1,1,26.0699997,95.98000336
Electronics,Western Europe,La Teste-de-Buch,First Class,2,1,1,15.22999954,63.97999954
Electronics,Western Europe,Kiel,First Class,2,1,1,25.07999992,63.97999954
Electronics,Western Europe,Heilbronn,First Class,2,1,1,24.20000076,95.97000122
Electronics,Western Europe,Amiens,First Class,2,1,1,16.37999916,143.9700012
Electronics,Western Europe,Amsterdam,First Class,2,1,1,58.22999954,207.9600067
Electronics,Eastern Europe,G�mel,First Class,2,1,1,85.76999664,224.9499969
Electronics,Eastern Europe,Kramators'k,First Class,2,1,1,67.55999756,159.9499969
Electronics,Southern Europe,Capannori,First Class,2,1,1,-209.9299927,159.9499969
Electronics,Southern Europe,Carpi,First Class,2,1,1,19.59000015,159.9499969
Consumer Electronics,Southern Europe,Elx,Same Day,1,0,1,25.04000092,252.8800049
Computers,Western Europe,La Rochelle,Same Day,1,0,1,720.2999878,1500.0
Computers,Northern Europe,Dubl�n,Same Day,0,0,0,180.0,1500.0
Consumer Electronics,Southern Europe,Torre del Greco,Same Day,0,0,0,30.79999924,252.8800049
Consumer Electronics,Western Europe,Hanover,Same Day,1,0,1,65.84999847,252.8800049
Consumer Electronics,Western Europe,Montpellier,Same Day,1,0,1,51.20999908,252.8800049
Electronics,Western Europe,Arras,Same Day,0,0,0,11.0,31.98999977
Consumer Electronics,Western Europe,Koblenz,Same Day,1,0,1,56.66999817,252.8800049
Electronics,Southern Europe,Zagreb,Same Day,0,0,0,19.73999977,55.97999954
Electronics,Northern Europe,Coventry,Same Day,1,0,1,6.869999886,63.97999954
Electronics,Eastern Europe,Lodz,Same Day,0,0,0,47.02999878,143.9700012
Electronics,Western Europe,Tourcoing,Same Day,1,0,1,46.40000153,155.9700012
Electronics,Western Europe,Berl�n,Same Day,0,0,0,-282.1799927,191.9600067
Electronics,Western Europe,Berl�n,Same Day,1,0,1,48.59000015,224.9499969
Consumer Electronics,Northern Europe,Glasgow,Standard Class,4,4,0,52.59999847,252.8800049
Consumer Electronics,Northern Europe,Birmingham,Standard Class,6,4,2,25.04000092,252.8800049
Consumer Electronics,Northern Europe,Estocolmo,Standard Class,3,4,-1,39.65000153,252.8800049
Computers,Southern Europe,Talavera de la Reina,Standard Class,4,4,0,-84.95999908,1500.0
Consumer Electronics,Western Europe,Duisburg,Standard Class,2,4,-2,-382.3500061,252.8800049
Consumer Electronics,Southern Europe,Barcelona,Standard Class,2,4,-2,85.37000275,252.8800049
Computers,Western Europe,Velsen,Standard Class,4,4,0,506.3900146,1500.0
Computers,Southern Europe,Cerignola,Standard Class,3,4,-1,646.7999878,1500.0
Computers,Western Europe,Aix-en-Provence,Standard Class,5,4,1,369.6000061,1500.0
Consumer Electronics,Southern Europe,Rome,Standard Class,5,4,1,-5.5,252.8800049
Computers,Western Europe,Schiltigheim,Standard Class,2,4,-2,604.7999878,1500.0
Computers,Southern Europe,Madrid,Standard Class,4,4,0,602.7000122,1500.0
Computers,Western Europe,The Hague,Standard Class,4,4,0,415.7399902,1500.0
Computers,Western Europe,Berl�n,Standard Class,4,4,0,87.75,1500.0
Computers,Western Europe,Duisburg,Standard Class,2,4,-2,380.25,1500.0
Consumer Electronics,Western Europe,Offenbach,Standard Class,3,4,-1,21.43000031,252.8800049
Electronics,Western Europe,Fontaine,Standard Class,2,4,-2,13.78999996,31.98999977
Electronics,Western Europe,La Baule-Escoublac,Standard Class,4,4,0,7.010000229,63.97999954
Electronics,Western Europe,Argenteuil,Standard Class,6,4,2,-13.10999966,95.98000336
Electronics,Northern Europe,Birmingham,Standard Class,2,4,-2,10.18999958,103.9800034
Electronics,Western Europe,Marseille,Standard Class,6,4,2,18.18000031,63.97999954
Electronics,Western Europe,Duisburg,Standard Class,3,4,-1,41.06000137,95.98000336
Electronics,Western Europe,Hamburgo,Standard Class,6,4,2,23.20999908,63.97999954
Electronics,Western Europe,Leoben,Standard Class,6,4,2,26.10000038,63.97999954
Electronics,Eastern Europe,Budapest,Standard Class,5,4,1,16.62000084,63.97999954
Electronics,Southern Europe,Milan,Standard Class,2,4,-2,31.95999908,95.97000122
Electronics,Northern Europe,Southend-on-Sea,Standard Class,3,4,-1,29.87000084,95.97000122
Electronics,Western Europe,Olivet,Standard Class,2,4,-2,-136.6499939,179.9600067
Electronics,Eastern Europe,Khasavyurt,Standard Class,6,4,2,60.52000046,191.9600067
Electronics,Western Europe,Hamburgo,Standard Class,6,4,2,82.34999847,207.9600067
Consumer Electronics,Western Europe,Nice,Same Day,0,0,0,27.8199997,252.8800049
Consumer Electronics,Northern Europe,London,Same Day,1,0,1,6.369999886,252.8800049
Computers,Western Europe,Ghent,Same Day,0,0,0,491.3999939,1500.0
Electronics,Northern Europe,London,Same Day,1,0,1,-12.09000015,63.97999954
Electronics,Northern Europe,Stavanger,Same Day,0,0,0,62.61999893,159.9499969
Consumer Electronics,Western Europe,Nice,Second Class,5,2,3,66.73999786,252.8800049
Computers,Western Europe,Dresden,Second Class,3,2,1,462.0,1500.0
Consumer Electronics,Southern Europe,Naples,Second Class,6,2,4,19.13999939,252.8800049
Computers,Northern Europe,Letchworth,Second Class,6,2,4,467.3999939,1500.0
Electronics,Western Europe,Dortmund,Second Class,3,2,1,6.820000172,31.98999977
Computers,Northern Europe,Northampton,Second Class,2,2,0,-941.6300049,1500.0
Electronics,Southern Europe,Venice,Second Class,3,2,1,21.20999908,95.98000336
Electronics,Western Europe,Ghent,Second Class,4,2,2,20.30999947,143.9700012
Electronics,Western Europe,Lyon,Second Class,2,2,0,36.27999878,95.97000122
Electronics,Southern Europe,Lecce,Second Class,4,2,2,38.52000046,155.9700012
Electronics,Western Europe,Paris,Second Class,4,2,2,2.819999933,127.9599991
Electronics,Western Europe,Bordeaux,Second Class,3,2,1,31.47999954,127.9599991
Electronics,Western Europe,Hamme,Second Class,6,2,4,31.04000092,111.9599991
Electronics,Southern Europe,Carrara,Second Class,6,2,4,49.90000153,159.9499969
Electronics,Southern Europe,Liubliana,Second Class,4,2,2,-38.99000168,259.9500122
Consumer Electronics,Northern Europe,London,Standard Class,3,4,-1,94.83000183,252.8800049
Consumer Electronics,Western Europe,Cologne,Standard Class,4,4,0,-185.3600006,252.8800049
Computers,Northern Europe,Dubl�n,Standard Class,4,4,0,-1076.630005,1500.0
Consumer Electronics,Southern Europe,Porto,Standard Class,4,4,0,70.09999847,252.8800049
Consumer Electronics,Western Europe,Neunkirchen,Standard Class,4,4,0,122.6699982,252.8800049
Consumer Electronics,Southern Europe,Ponferrada,Standard Class,3,4,-1,71.87000275,252.8800049
Computers,Southern Europe,Palermo,Standard Class,5,4,1,504.0,1500.0
Computers,Western Europe,Velsen,Standard Class,2,4,-2,14.39999962,1500.0
Consumer Electronics,Western Europe,Longjumeau,Standard Class,3,4,-1,63.11999893,252.8800049
Computers,Northern Europe,Sheffield,Standard Class,2,4,-2,339.1499939,1500.0
Computers,Western Europe,Champigny-sur-Marne,Standard Class,2,4,-2,-997.5,1500.0
Consumer Electronics,Southern Europe,Ponferrada,Standard Class,4,4,0,56.88000107,252.8800049
Computers,Western Europe,Charleroi,Standard Class,3,4,-1,471.5100098,1500.0
Computers,Western Europe,Nancy,Standard Class,6,4,2,174.3800049,1500.0
Consumer Electronics,Western Europe,Wolfsburg,Standard Class,2,4,-2,38.33000183,252.8800049
Consumer Electronics,Southern Europe,Milan,Standard Class,3,4,-1,-72.94999695,252.8800049
Computers,Western Europe,Champigny-sur-Marne,Standard Class,5,4,1,668.8499756,1500.0
Consumer Electronics,Western Europe,Breda,Standard Class,3,4,-1,46.02000046,252.8800049
Computers,Western Europe,Hamm,Standard Class,5,4,1,303.75,1500.0
Computers,Western Europe,Charleroi,Standard Class,6,4,2,-18.89999962,1500.0
Consumer Electronics,Western Europe,Cournon-d'Auvergne,Standard Class,6,4,2,74.80000305,252.8800049
Consumer Electronics,Northern Europe,London,Standard Class,6,4,2,24.29000092,252.8800049
Computers,Northern Europe,Dubl�n,Standard Class,3,4,-1,-1890.0,1500.0
Computers,Southern Europe,Amadora,Standard Class,6,4,2,630.0,1500.0
Computers,Southern Europe,Madrid,Standard Class,2,4,-2,24.89999962,1500.0
Consumer Electronics,Western Europe,Halle,Standard Class,5,4,1,18.46999931,252.8800049
Computers,Western Europe,Palaiseau,Standard Class,2,4,-2,221.3999939,1500.0
Consumer Electronics,Western Europe,Halle,Standard Class,4,4,0,78.80000305,252.8800049
Computers,Northern Europe,Bolton,Standard Class,3,4,-1,70.87999725,1500.0
Consumer Electronics,Southern Europe,Ceuta,Standard Class,6,4,2,-512.0800171,252.8800049
Electronics,Western Europe,Bordeaux,Standard Class,2,4,-2,-0.389999986,31.98999977
Electronics,Western Europe,Berl�n,Standard Class,6,4,2,8.449999809,31.98999977
Electronics,Western Europe,Paris,Standard Class,4,4,0,36.27999878,95.97000122
Electronics,Western Europe,Mougins,Standard Class,2,4,-2,1.309999943,155.9700012
Electronics,Eastern Europe,Cluj-Napoca,Standard Class,5,4,1,35.84999847,143.9700012
Electronics,Western Europe,Worms,Standard Class,2,4,-2,28.79000092,143.9700012
Electronics,Western Europe,Langenfeld,Standard Class,6,4,2,30.70999908,127.9599991
Electronics,Northern Europe,Sonderborg,Standard Class,4,4,0,-168.1100006,111.9599991
Electronics,Southern Europe,Parla,Standard Class,5,4,1,38.95999908,127.9599991
Electronics,Southern Europe,Brindisi,Standard Class,2,4,-2,66.41999817,207.9600067
Electronics,Western Europe,Evry,Standard Class,3,4,-1,24.18000031,127.9599991
Electronics,Northern Europe,London,Standard Class,5,4,1,29.69000053,127.9599991
Electronics,Western Europe,Duisburg,Standard Class,5,4,1,67.66999817,191.9600067
Electronics,Eastern Europe,Zaporiyia,Standard Class,3,4,-1,12.67000008,127.9599991
Electronics,Northern Europe,Southend-on-Sea,Standard Class,6,4,2,16.55999947,111.9599991
Electronics,Eastern Europe,Briansk,Standard Class,3,4,-1,35.18999863,127.9599991
Electronics,Eastern Europe,Budapest,Standard Class,3,4,-1,64.11000061,224.9499969
Electronics,Western Europe,Herne,Standard Class,5,4,1,38.0,159.9499969
Electronics,Southern Europe,Valladolid,Standard Class,2,4,-2,31.73999977,139.9499969
Electronics,Western Europe,Tilburg,Standard Class,4,4,0,-142.7599945,159.9499969
Electronics,Eastern Europe,Zaporiyia,Standard Class,3,4,-1,-16.82999992,224.9499969
Computers,Western Europe,Wetzlar,First Class,2,1,1,720.0,1500.0
Consumer Electronics,Western Europe,Les Mureaux,First Class,2,1,1,85.47000122,252.8800049
Consumer Electronics,Western Europe,Amberes,First Class,2,1,1,-2.779999971,252.8800049
Consumer Electronics,Western Europe,Reims,First Class,2,1,1,82.62000275,252.8800049
Computers,Western Europe,Chelles,First Class,2,1,1,-1077.51001,1500.0
Consumer Electronics,Western Europe,Paris,First Class,2,1,1,115.2900009,252.8800049
Computers,Western Europe,Trier,First Class,2,1,1,178.1300049,1500.0
Computers,Western Europe,Montmorency,First Class,2,1,1,661.5,1500.0
Electronics,Eastern Europe,Pila,First Class,2,1,1,10.57999992,31.98999977
Electronics,Western Europe,Chemnitz,First Class,2,1,1,77.20999908,155.9700012
Electronics,Western Europe,Toulon,First Class,2,1,1,52.40000153,179.9600067
Electronics,Northern Europe,Cardiff,First Class,2,1,1,73.29000092,191.9600067
Electronics,Northern Europe,Estocolmo,First Class,2,1,1,103.8499985,259.9500122
Computers,Northern Europe,Dubl�n,Same Day,0,0,0,128.0399933,1500.0
Computers,Western Europe,Berl�n,Same Day,1,0,1,153.4499969,1500.0
Consumer Electronics,Western Europe,Amberes,Same Day,0,0,0,104.5899963,252.8800049
Computers,Western Europe,Viena,Same Day,0,0,0,-293.5799866,1500.0
Computers,Southern Europe,Vittoria,Same Day,0,0,0,-280.1300049,1500.0
Electronics,Southern Europe,Palermo,Standard Class,2,4,-2,9.609999657,31.98999977
Electronics,Western Europe,Rouen,Standard Class,5,4,1,12.97999954,51.99000168
Electronics,Western Europe,Lens,Standard Class,6,4,2,0.0,31.98999977
Electronics,Western Europe,Utrecht,Standard Class,3,4,-1,12.94999981,31.98999977
Computers,Western Europe,Ghent,Standard Class,5,4,1,-203.7799988,1500.0
Computers,Western Europe,Charleroi,Standard Class,2,4,-2,477.75,1500.0
Consumer Electronics,Western Europe,Maisons-Alfort,Standard Class,6,4,2,10.48999977,252.8800049
Computers,Western Europe,Gelsenkirchen,Standard Class,5,4,1,384.0,1500.0
Electronics,Northern Europe,Oxford,Standard Class,4,4,0,6.329999924,31.98999977
Consumer Electronics,Southern Europe,Brescia,First Class,2,1,1,84.08000183,252.8800049
Computers,Western Europe,Charleroi,First Class,2,1,1,-837.0,1500.0
Computers,Western Europe,Hamburgo,First Class,2,1,1,280.1300049,1500.0
Electronics,Eastern Europe,Makhachkala,First Class,2,1,1,11.64000034,63.97999954
Electronics,Southern Europe,Murcia,First Class,2,1,1,-13.46000004,95.98000336
Electronics,Western Europe,Zwickau,First Class,2,1,1,17.01000023,143.9700012
Electronics,Western Europe,Frankfurt,First Class,2,1,1,55.08000183,139.9499969
Consumer Electronics,Northern Europe,Peterborough,Same Day,1,0,1,74.36000061,252.8800049
Electronics,Western Europe,Utrecht,Second Class,6,2,4,4.869999886,27.98999977
Electronics,Northern Europe,Exeter,Second Class,6,2,4,19.0,95.97000122
Electronics,Southern Europe,Madrid,Second Class,6,2,4,72.62000275,155.9700012
Computers,Western Europe,Nieuwegein,Standard Class,6,4,2,579.5999756,1500.0
Computers,Western Europe,Nieuwegein,Standard Class,4,4,0,-286.5899963,1500.0
Electronics,Southern Europe,Messina,Standard Class,6,4,2,14.81000042,51.99000168
Consumer Electronics,Southern Europe,Milan,Second Class,4,2,2,68.27999878,252.8800049
Consumer Electronics,Southern Europe,Cartagena,Second Class,5,2,3,-112.6600037,252.8800049
Consumer Electronics,Western Europe,Roosendaal,Second Class,2,2,0,72.59999847,252.8800049
Consumer Electronics,Southern Europe,Girona,Second Class,5,2,3,-171.7100067,252.8800049
Computers,Western Europe,Munich,Second Class,2,2,0,436.5,1500.0
Consumer Electronics,Southern Europe,Florence,Second Class,3,2,1,-38.11000061,252.8800049
Consumer Electronics,Western Europe,Viena,Second Class,2,2,0,78.90000153,252.8800049
Computers,Northern Europe,Cork,Second Class,6,2,4,161.0299988,1500.0
Computers,Western Europe,Hazebrouck,Second Class,2,2,0,356.3999939,1500.0
Consumer Electronics,Western Europe,Wuppertal,Second Class,6,2,4,106.8199997,252.8800049
Computers,Western Europe,Marseille,Second Class,2,2,0,-255.0,1500.0
Computers,Western Europe,Cognac,Second Class,2,2,0,50.40000153,1500.0
Consumer Electronics,Northern Europe,Manchester,Second Class,3,2,1,-60.68999863,252.8800049
Electronics,Western Europe,Bremen,Second Class,5,2,3,3.069999933,31.98999977
Electronics,Western Europe,Strasbourg,Second Class,5,2,3,14.59000015,31.98999977
Electronics,Western Europe,Pontoise,Second Class,5,2,3,8.81000042,31.98999977
Electronics,Western Europe,Leipzig,Second Class,6,2,4,-24.45000076,31.98999977
Electronics,Eastern Europe,Katowice,Second Class,6,2,4,13.46000004,47.99000168
Electronics,Eastern Europe,Galati,Second Class,5,2,3,-0.330000013,31.98999977
Consumer Electronics,Southern Europe,Girona,Second Class,6,2,4,89.95999908,252.8800049
Consumer Electronics,Western Europe,Pontault-Combault,Second Class,4,2,2,105.5999985,252.8800049
Electronics,Western Europe,Aschaffenburg,Second Class,3,2,1,6.269999981,27.98999977
Electronics,Western Europe,Gien,Second Class,4,2,2,11.48999977,63.97999954
Electronics,Western Europe,Grasse,Second Class,6,2,4,8.020000458,95.98000336
Electronics,Western Europe,Toulouse,Second Class,2,2,0,18.70999908,63.97999954
Electronics,Western Europe,Amberes,Second Class,5,2,3,20.82999992,63.97999954
Electronics,Western Europe,Dortmund,Second Class,2,2,0,1.149999976,95.97000122
Electronics,Northern Europe,Loughborough,Second Class,2,2,0,36.27999878,143.9700012
Electronics,Northern Europe,Tallinn,Second Class,6,2,4,62.31000137,155.9700012
Electronics,Western Europe,Breda,Second Class,3,2,1,-24.27000046,191.9600067
Electronics,Northern Europe,Walsall,Second Class,3,2,1,51.38999939,159.9499969
Electronics,Northern Europe,Estocolmo,Standard Class,2,4,-2,26.12999916,89.98000336
Electronics,Western Europe,Wels,Standard Class,5,4,1,-56.77999878,95.98000336
Electronics,Western Europe,Augsburg,Standard Class,6,4,2,0.540000021,63.97999954
Electronics,Western Europe,Spijkenisse,Standard Class,2,4,-2,57.58000183,127.9599991
Electronics,Southern Europe,Marsala,Standard Class,3,4,-1,59.52000046,179.9600067
Electronics,Western Europe,Viena,Standard Class,4,4,0,26.03000069,111.9599991
Electronics,Eastern Europe,Poznan,Standard Class,2,4,-2,28.14999962,127.9599991
Electronics,Western Europe,Troisdorf,Standard Class,6,4,2,65.51000214,239.9499969
Electronics,Western Europe,Marseille,Standard Class,5,4,1,33.59000015,139.9499969
Electronics,Northern Europe,Copenhagen,Standard Class,5,4,1,114.6399994,259.9500122
Computers,Western Europe,Trier,First Class,2,1,1,91.66999817,1500.0
Computers,Southern Europe,Alcobendas,First Class,2,1,1,612.75,1500.0
Computers,Western Europe,Wetzlar,First Class,2,1,1,292.5,1500.0
Electronics,Southern Europe,Murcia,First Class,2,1,1,11.77999973,44.99000168
Electronics,Southern Europe,Rome,First Class,2,1,1,-239.5700073,95.98000336
Electronics,Western Europe,Sannois,First Class,2,1,1,24.19000053,95.98000336
Electronics,Northern Europe,London,First Class,2,1,1,29.13999939,95.97000122
Electronics,Eastern Europe,Makhachkala,First Class,2,1,1,59.02999878,191.9600067
Electronics,Western Europe,Chartres,Second Class,6,2,4,23.04000092,47.99000168
Computers,Western Europe,Martigues,Second Class,5,2,3,183.75,1500.0
Consumer Electronics,Northern Europe,Guildford,Second Class,2,2,0,7.590000153,252.8800049
Electronics,Western Europe,Gronau,Second Class,3,2,1,2.369999886,31.98999977
Electronics,Eastern Europe,Poznan,Second Class,4,2,2,10.40999985,31.98999977
Electronics,Southern Europe,Velletri,Standard Class,2,4,-2,77.66999817,207.9600067
Electronics,Western Europe,Viena,Standard Class,4,4,0,49.20000076,159.9499969
Electronics,Northern Europe,Ipswich,Standard Class,6,4,2,55.36999893,259.9500122
Electronics,Northern Europe,Turku,Standard Class,6,4,2,50.45000076,159.9499969
Electronics,Western Europe,Clichy,Standard Class,3,4,-1,102.3199997,259.9500122
Electronics,Southern Europe,Madrid,Standard Class,5,4,1,82.77999878,239.9499969
Consumer Electronics,Northern Europe,London,First Class,2,1,1,106.9700012,252.8800049
Consumer Electronics,Western Europe,Neuilly-sur-Seine,First Class,2,1,1,66.48999786,252.8800049
Computers,Western Europe,Apeldoorn,First Class,2,1,1,514.5,1500.0
Electronics,Western Europe,Toulon,First Class,2,1,1,0.540000021,31.98999977
Consumer Electronics,Western Europe,Cologne,First Class,2,1,1,83.44999695,252.8800049
Electronics,Southern Europe,Amadora,First Class,2,1,1,15.61999989,47.99000168
Electronics,Eastern Europe,J�rkov,First Class,2,1,1,-229.2799988,155.9700012
Electronics,Southern Europe,Barcelona,First Class,2,1,1,22.84000015,111.9599991
Electronics,Western Europe,Miramas,Same Day,1,0,1,10.71000004,44.99000168
Computers,Northern Europe,Wolverhampton,Same Day,0,0,0,637.5,1500.0
Computers,Western Europe,Bordeaux,Same Day,1,0,1,384.9899902,1500.0
Consumer Electronics,Western Europe,Montpellier,Same Day,1,0,1,70.80999756,252.8800049
Consumer Electronics,Western Europe,Paris,Second Class,2,2,0,-15.28999996,252.8800049
Computers,Northern Europe,Sheffield,Second Class,3,2,1,141.75,1500.0
Consumer Electronics,Western Europe,Nijmegen,Second Class,5,2,3,-37.09999847,252.8800049
Electronics,Western Europe,Sceaux,Second Class,2,2,0,11.78999996,47.99000168
Electronics,Northern Europe,Halmstad,Second Class,5,2,3,11.61999989,51.99000168
Consumer Electronics,Western Europe,Doetinchem,Second Class,4,2,2,-47.79000092,252.8800049
Electronics,Western Europe,Marseille,Second Class,5,2,3,-3.059999943,63.97999954
Electronics,Western Europe,Paris,Second Class,6,2,4,36.18000031,159.9499969
Computers,Western Europe,Emden,Standard Class,5,4,1,-660.0,1500.0
Computers,Southern Europe,Barcelona,Standard Class,3,4,-1,371.25,1500.0
